,labels,SELFIES
737,1,[N][C][=N][C][=Branch1][C][=O][NH1][C][=C][Ring1][#Branch1][F]
738,1,[C][C][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C][C][C][C][C][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C][Ring1][#Branch2][Branch1][C][C][C][C][Branch1][C][O][C][Ring1][S][Ring2][Ring1][=Branch2][F]
739,1,[C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][Branch1][C][O][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][Branch1][C][F][C][Branch1][C][O][C][C][Ring2][Ring1][C][Ring2][Ring1][=Branch1][C]
740,1,[C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][=C][Ring1][=N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1]
741,1,[C][O][C][Branch1][Ring1][O][C][C][=Branch1][C][=O][C][O][C][Branch1][C][C][Branch1][C][C][O][C][Ring1][#Branch1][C][C][C][C][C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][=N][Branch1][C][F][C][Branch1][C][O][C][C][Ring2][Ring1][Ring1][Ring2][Ring1][O][C]
742,1,[C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][O][C][Branch1][C][C][Branch1][C][C][O][C][Ring1][#Branch1][C][C][C][C][C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][=N][Branch1][C][F][C][Branch1][C][O][C][C][Ring2][Ring1][Ring1][Ring2][Ring1][O][C]
743,1,[C][C][C][C][O][C][=Branch1][C][=O][C][=Branch1][C][=O][C][C][Branch1][C][C][C][C][C][C][C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][=N][C][Branch1][C][O][C][C][Ring2][Ring1][C][Ring2][Ring1][=Branch1][C]
744,1,[C][C][C][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][C][Branch1][C][C][C][C][C][C][C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][=N][C][Branch1][C][O][C][C][Ring2][Ring1][C][Ring2][Ring1][=Branch1][C]
745,1,[C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
746,1,[C][C][=Branch1][C][=O][O][C][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][C][C][C][C][Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][=N][Branch1][C][F][C][Branch1][C][O][C][C][Ring2][Ring1][Ring1][Ring2][Ring1][=Branch2][C]
747,1,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][C][C][N][Branch1][C][C][C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring1][#Branch2][Ring2][Ring1][Branch2]
748,1,[O][C][C][N][C][C][N][Branch2][Ring2][Ring1][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C][C][C][Ring2][Ring1][O]
749,1,[C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][N][C][C][N][Branch2][Ring2][Ring1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C][C][C][Ring2][Ring1][O]
750,1,[O][C][C][O][C][C][C][N][Branch2][Ring2][Ring1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C][C][C][Ring2][Ring1][O]
751,1,[N][C][=Branch1][C][=O][N][C][C][N][C][C][N][Branch2][Ring1][Ring1][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][C][Ring1][S]
752,1,[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Ring2][Ring1][Ring2]
753,1,[O][=C][N][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][C][C][N][Branch2][Ring1][=N][C][C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][Branch2]
754,1,[O][=C][C][N][C][C][O][C][Ring1][Branch1][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][Ring2][Ring1][=Branch1][C][C][O]
755,1,[C][N][C][=Branch1][C][=O][C][Branch1][C][O][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Ring2][Ring1][Branch1]
756,1,[C][C][C][C][C][C][C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][=N][Branch1][C][F][C][Branch1][C][O][C][C][Ring2][Ring1][Ring1][Branch1][C][C][C][Ring2][Ring1][#Branch1][Branch1][C][O][C][=Branch1][C][=O][S][C][F]
757,1,[C][C][C][=Branch1][C][=O][O][C][Branch1][Branch2][C][=Branch1][C][=O][S][C][F][C][Branch1][C][C][C][C][C][C][C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][=N][Branch1][C][F][C][Branch1][C][O][C][C][Ring2][Ring1][Ring1][Ring2][Ring1][N][C]
758,1,[O][C][C][N][C][C][N][Branch2][Ring1][P][C][C][C][N][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring1][#Branch2][S][C][S][C][=C][C][=Ring1][Branch1][Ring1][P][C][C][Ring2][Ring1][#Branch2]
759,1,[C][C][O][C][=Branch1][C][=O][C][=C][N][=C][N][Ring1][Branch1][C][Branch1][C][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
760,1,[O][C][Branch2][Ring2][=Branch2][C][C][C][N][C][C][C][=C][Branch2][Ring1][#Branch2][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][N][Ring1][#Branch2][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
761,1,[C][C][Branch1][C][C][N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][C][C][Branch1][C][O][C][C][=Branch1][C][=O][O][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][O]
762,1,[C][N][C][=Branch1][C][=O][N][C][C][Branch2][Ring1][Ring2][O][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][Ring1][#C]
763,1,[N][C][=N][C][=Branch1][C][=O][C][=N][C][Branch2][Ring2][Ring1][C][N][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][C][=C][N][=C][Ring2][Ring1][#Branch2][NH1][Ring2][Ring1][#C]
764,1,[C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][O][C][Branch1][C][C][Branch1][C][C][O][C][Ring1][#Branch1][C][C][C][C][C][Branch1][Ring1][C][=O][=C][C][=C][Branch1][Branch1][O][C][C][Cl][C][C][C][Ring1][#Branch2][Branch1][C][C][C][Ring1][P][Branch1][C][F][C][Branch1][C][O][C][C][Ring2][Ring1][#Branch1][Ring2][Ring1][#C][C]
765,1,[C][P][Branch1][C][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Ring2][Ring1][Ring1]
766,1,[N][N][C][=Branch1][C][=O][C][P][=Branch1][C][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
767,1,[C][C][O][C][Ring1][Ring1][P][=Branch1][C][=O][Branch1][C][O][O]
768,1,[O][=C][N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][C][C][P][=Branch1][C][=O][Branch1][C][O][O]
769,1,[C][N][C][C][N][Branch2][Ring2][=Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C][C][C][Ring2][Ring1][N]
770,1,[O][=C][Branch1][S][C][C][N][C][C][N][Branch1][Ring2][C][C][O][C][C][Ring1][=Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C]
771,1,[O][=C][O][C][C][C][Ring1][Branch1][C][Branch1][C][O][C][C][N][Branch2][Ring1][O][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][#C][C][C][Ring2][Ring1][=Branch2]
772,1,[C][C][=Branch1][P][=C][Branch1][Ring2][C][C][O][S][S][C][C][C][C][C][O][Ring1][Branch1][N][Branch1][Ring1][C][=O][C][C][=C][N][=C][Branch1][C][C][N][=C][Ring1][#Branch1][N]
773,1,[O][C][=N][O][C][=C][Ring1][Branch1][C][C][N][C][Ring1][=Branch1]
774,1,[C][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][Branch1][C][O][C][C][C][Ring1][Branch2][Branch1][C][C][C][Ring1][=N][C][C][C][Ring2][Ring1][Ring2][Ring1][P][C]
775,1,[C][O][C][C][=C][Branch1][O][C][=Branch1][C][=O][O][C][Branch1][C][C][C][N][=C][C][NH1][C][=C][C][=C][C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Ring1][=C][C][Ring2][Ring1][O][=Ring1][P]
776,1,[C][C][C][C][C][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][Branch1][#C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring1][P][C][Ring2][Ring1][C][Branch1][C][C][C]
777,1,[C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch2][Ring1][#Branch1][C][C][C][C][N][C][C][N][Branch1][=Branch2][C][=N][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][N][C][=Branch1][C][=O][C][Ring2][Ring1][=Branch2]
778,1,[F][C][=C][C][=C][NH1][C][=C][Branch1][#Branch1][C][Ring1][Branch1][=C][Ring1][=Branch2][C][N][Branch1][N][C][C][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][Ring1][P]
779,1,[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=N][N][=C][Branch1][C][C][C][Ring2][Ring1][Ring1]
780,1,[C][O][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][C][Branch1][O][C][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][=N][N][Branch1][C][C][C][C][Ring2][Ring1][C]
781,1,[C][C][Branch1][C][C][O][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][Branch1][C][F][C][Branch1][C][O][C][C][Ring2][Ring1][C][Branch1][C][C][C][Ring2][Ring1][=Branch1][Branch1][#Branch1][C][=Branch1][C][=O][C][Cl][O][Ring2][Ring1][=C]
782,1,[C][C][C][C][C][C][C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][=N][Branch1][C][Cl][C][Branch1][C][F][C][C][Ring2][Ring1][Ring1][Branch1][C][C][C][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][C][O]
783,1,[O][=C][Branch2][Ring2][C][N][C][C][N][C][C][C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][NH1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Ring1][O][C][C][Ring1][P][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
784,1,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][N][Branch2][Ring1][Ring1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][=Branch2]
787,1,[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][=C][C][C][Branch1][Ring2][C][Ring1][#C][N][Branch1][C][C][C][C][C][Ring2][Ring1][Ring1][Ring1][Branch2][Ring1][S]
788,1,[C][C][C][C][C][C][Branch1][C][N][C][Branch1][C][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
789,1,[C][#C][C][C][Branch1][#Branch1][O][C][Branch1][C][N][=O][C][C][C][C][C][Ring1][#Branch2]
790,1,[O][C][C][N][C][C][C][N][Branch2][Ring1][=Branch2][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][C][C][Ring2][Ring1][=Branch2]
791,1,[C][C][C][Branch1][C][C][Branch1][C][O][C][C][C][C][=C][C][Ring1][=Branch1][Branch1][Ring1][O][C][C][O][C][=C][Branch1][Ring1][O][C][C][=C][C][=C][Ring1][Branch2][C][Ring1][O][Ring1][P][C][C][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][Ring2][Ring1][=Branch2][C][Ring1][N]
792,1,[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][=Branch1][C][=O][N][C][C][C][C][=Branch1][C][=O][O]
793,1,[C][C][N][Branch1][Ring1][C][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][Branch1][C][O][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][C][Branch1][C][O][C][C][Ring1][P][Ring2][Ring1][Branch1][C]
794,1,[C][C][C][=Branch1][C][=O][O][C][Branch1][N][C][=Branch1][C][=O][C][O][C][Branch1][C][C][=O][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][C][Branch1][C][O][C][C][Ring1][P][Ring2][Ring1][O][C]
795,1,[C][C][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C][C][Ring1][O][C][Branch1][C][O][C][C][Branch1][C][C][C][Ring1][Branch2][C][C][C][Ring1][=Branch1][Branch1][C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][Ring1][Branch1]
796,1,[C][C][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C][C][Ring1][O][C][Branch1][C][O][C][C][Branch1][C][C][C][Ring1][Branch2][C][C][C][Ring1][=Branch1][Branch1][C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O]
797,1,[C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][C][Branch1][C][O][C][C][Ring1][P][Ring2][Ring1][Branch2][C]
798,1,[C][N][C][C][C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C][Ring1][#Branch2][C][Branch1][C][O][C][C][C][Ring1][#C][Branch1][C][O][C][Ring2][Ring1][Ring2][C][Ring1][S]
799,1,[C][O][C][=C][C][=C][Branch2][Ring1][#Branch2][C][N][C][Branch1][C][C][=C][Branch1][Ring2][C][C][N][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][Ring1][=C][C][=C][Ring2][Ring1][Branch1]
801,1,[O][=C][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][Ring2][Ring1][C][C][C][O][C][C][C][C][Ring1][Ring1]
802,1,[C][C][=C][C][=C][C][Branch1][O][O][C][C][C][N][C][C][Ring1][=Branch1][O][=C][Ring1][=C][C]
803,1,[O][=C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1]
804,1,[C][O][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][=O][=C][C][=C][Ring1][=Branch2][O][C][C][C][N][C][C][C][Branch1][P][C][=N][O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch2][Ring1][#Branch1][C][C][Ring1][S]
805,1,[C][N][C][C][N][Branch2][Ring2][=Branch2][C][C][N][C][C][N][Branch2][Ring1][O][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][#C][C][C][Ring2][Ring1][Branch2][C][Ring2][Ring1][#C][=O]
806,1,[C][N][Branch1][C][C][C][C][N][C][C][N][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][Ring1][N][=O]
807,1,[C][N+1][Branch1][C][C][Branch1][C][O-1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C]
808,1,[C][N][C][C][C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][P]
809,1,[C][=C][C][=C][C][=C][C][Branch1][O][O][C][C][C][N][C][C][O][Ring1][=Branch1][=C][Ring1][=C][C][Ring1][P]
810,1,[C][N][Branch1][C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C]
811,1,[C][C][Branch1][C][C][N][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
812,1,[C][S][C][=C][Branch1][C][Cl][N][=C][Branch1][#Branch1][N][C][Branch1][C][C][C][N][=C][Ring1][O][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1]
813,1,[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Ring1][O][C][C][C][C][N][C][C][N][Branch1][=Branch2][C][=N][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][N]
814,1,[C][C][=C][C][Branch1][S][C][=Branch1][C][=O][N][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring1][S]
815,1,[C][C][C][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C][C][C][C][C][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C][Ring1][#Branch2][Branch1][C][C][C][C][Branch1][C][O][C][Ring1][S][Ring2][Ring1][=Branch2][F]
816,1,[C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][Branch1][C][O][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][Branch1][C][F][C][Branch1][C][O][C][C][Ring2][Ring1][C][Ring2][Ring1][=Branch1][C]
817,1,[C][C][C][C][O][C][C][C][C][C][C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][=N][Branch1][C][F][C][Branch1][C][O][C][C][Ring2][Ring1][Ring1][Branch1][C][C][C][Ring2][Ring1][#Branch1][Branch2][Ring1][C][C][=Branch1][C][=O][O][C][Branch1][C][C][O][C][=Branch1][C][=O][O][C][C][O][Ring2][Ring2][Branch1]
818,1,[C][=C][C][C][N][C][C][C][Ring1][=Branch1][C][C][C][C][=C][C][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][N][Ring1][Branch2]
819,1,[C][N][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][C][C][C][C][Ring1][=N][=O]
820,1,[C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Ring1][N][Branch1][C][C][C][C][N][Ring1][#C][C][C][C][C][Ring1][Ring1]
821,1,[C][C][=C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring1][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring2][Ring1][=Branch2]
822,1,[C][C][C][=Branch1][C][=O][C][Branch1][N][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][C][N][Branch1][C][C][C][C][Ring1][=C]
823,1,[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=C]
824,1,[O][=C][Branch2][Ring1][=N][C][C][C][N][C][C][C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][#C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
825,1,[Cl][C][C][=N][N][Branch2][Ring1][#Branch1][C][C][C][C][N][C][C][N][Branch1][=Branch2][C][=N][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][N][C][=Ring2][Ring1][Branch1]
826,1,[C][=C][C][N][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][Ring1][#Branch2][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring1][#C]
827,1,[O][=C][Branch2][Ring1][=C][C][N][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][Ring1][#Branch2][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring1][#C][C][=C][C][=C][C][=C][Ring1][=Branch1]
828,1,[O][=C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][=C][C][=N][C][=C][Ring1][=Branch1]
829,1,[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][C][NH1][C][=C][Branch1][=Branch1][C][Ring1][=Branch2][=Ring1][Branch1][C][C][Ring1][N][N][Branch1][C][C][C][Ring1][P]
830,1,[C][N][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][S]
831,1,[O][=C][C][C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1]
832,1,[C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][C][N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][C][C]
833,1,[C][N][Branch2][Ring1][=Branch2][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
834,1,[C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][C][C][Ring1][=Branch1][N][Branch1][C][C][C]
835,1,[O][=C][N][C][=C][C][=C][Branch1][C][Cl][N][=C][Ring1][#Branch1][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=N][C][Ring2][Ring1][Ring1][O]
836,1,[C][N][C][C][N][Branch2][Ring2][O][C][=C][N][=C][C][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][=C][Ring1][=Branch2][N][Ring2][Ring1][Branch1][C][Ring2][Ring1][Branch2][=O][C][C][Ring2][Ring1][S]
837,1,[C][N][C][=Branch1][C][=O][C][Branch1][C][O][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Ring2][Ring1][Branch1]
838,1,[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][=C][C][Branch2][Ring1][S][N][C][C][N][Branch2][Ring1][Ring2][C][C][C][=N][N][=C][N][Ring1][Branch1][C][C][C][C][C][C][Ring1][Branch2][Ring1][Branch1][C][C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][=Branch2]
839,1,[O][=C][C][C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C][Branch1][#Branch2][C][C][N][C][C][Ring1][#C][Ring1][=Branch1][N][Ring2][Ring1][C]
840,1,[C][N][Branch1][=N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl]
841,1,[C][O][C][=C][C][=Branch1][C][=O][O][C][Ring1][=Branch1][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl]
